user_id,email,created_at,country,signup_source,age,device_type
u_00148,user148@example.com,2025/09/17 00:00:00,UK,referral,45,desktop
u_00106,user106@example.com,2024/06/16 00:00:00,IT,mobile,51,tablet
u_00295,user295@example.com,2025-01-26,ES,mobile,41,desktop
u_00325,user325@example.com,2024-03-30,ES,web,24,desktop
u_00771,user771@example.com,2024-01-26 00:00,FR,web,57,desktop
u_00800,user800@example.com,2024-03-14T00:00:00Z,IT,web,58,mobile
u_00540,user540@example.com,09-04-2025 00:00,ES,web,42,mobile
u_00692,user692@example.com,2024-11-06T00:00:00Z,ES,referral,58,mobile
u_00677,user677@example.com,09/02/2026,NL,web,31,mobile
u_00111,user111@example.com,2025-08-29 00:00,UK,mobile,67,mobile
u_00769,user769@example.com,2026-03-17,FR,web,34,desktop
u_00006,user6@example.com,17-02-2026 00:00,NL,web,57,desktop
u_00145,user145@example.com,2026-03-25,UK,web,19,mobile
u_00104,user104@example.com,2025-04-23T00:00:00Z,NL,web,55,mobile
u_00211,user211@example.com,2024-10-14,IT,mobile,61,desktop
u_00447,user447@example.com,2026-01-06 00:00,NL,mobile,48,desktop
u_00042,user42@example.com,17-08-2025 00:00,ES,mobile,24,desktop
u_00363,user363@example.com,2024-06-04 00:00,FR,referral,32,mobile
u_00650,user650@example.com,2025-11-04T00:00:00Z,FR,web,26,desktop
u_00378,user378@example.com,29-11-2025 00:00,UK,web,41,tablet
u_00255,user255@example.com,2025-05-09 00:00,FR,web,20,mobile
u_00147,user147@example.com,2025-04-22 00:00,FR,mobile,37,mobile
u_00638,user638@example.com,2025-08-31T00:00:00Z,IT,web,18,desktop
u_00087,user87@example.com,2024-08-01 00:00,DE,web,53,desktop
u_00543,user543@example.com,2025-02-01 00:00,ES,web,47,mobile
u_00432,user432@example.com,10-09-2024 00:00,DE,mobile,43,desktop
u_00066,user66@example.com,29-03-2025 00:00,UK,referral,48,mobile
u_00716,user716@example.com,2026-02-20T00:00:00Z,FR,web,54,desktop
u_00206,user206@example.com,2025-12-08T00:00:00Z,FR,web,67,mobile
u_00045,user45@example.com,2024-11-30 00:00,ES,web,57,desktop
u_00028,user28@example.com,2026/03/06 00:00:00,FR,web,45,desktop
u_00081,user81@example.com,2025-11-04 00:00,IT,web,37,mobile
u_00438,user438@example.com,17-07-2025 00:00,UK,web,60,desktop
u_00114,user114@example.com,19-10-2024 00:00,UK,partner,49,mobile
u_00205,user205@example.com,2025-08-02,FR,mobile,58,mobile
u_00520,user520@example.com,2025/09/01 00:00:00,ES,referral,29,desktop
u_00721,user721@example.com,2024-07-18,UK,web,40,desktop
u_00671,user671@example.com,22/02/2025,FR,referral,48,mobile
u_00625,user625@example.com,2025-06-07,NL,web,33,mobile
u_00412,user412@example.com,2024/07/19 00:00:00,IT,referral,25,desktop
u_00744,user744@example.com,10-10-2024 00:00,FR,web,59,desktop
u_00741,user741@example.com,2025-08-10 00:00,FR,referral,32,desktop
u_00009,user9@example.com,2024-12-01 00:00,FR,web,38,desktop
u_00074,user74@example.com,2024-10-28T00:00:00Z,FR,web,48,desktop
u_00401,user401@example.com,22/11/2024,FR,mobile,40,mobile
u_00119,user119@example.com,02/04/2026,UK,web,61,mobile
u_00702,user702@example.com,07-04-2026 00:00,FR,partner,29,mobile
u_00207,user207@example.com,2025-04-26 00:00,FR,referral,43,desktop
